shots.team,shots.player,shots.minute,shots.outcome.name,shots.type.name,shots.body.part,shots.technique
Bristol City WFC,Lucy Graham,78,Off T,Open Play,Head,Normal
Bristol City WFC,Carla Humphrey,79,Off T,Open Play,Right Foot,Normal
Reading WFC,Brooke Chaplen,80,Blocked,Open Play,Right Foot,Normal
Reading WFC,Remi Allen,81,Wayward,Open Play,Right Foot,Normal
Reading WFC,Lauren Bruton,83,Off T,Open Play,Right Foot,Normal
Bristol City WFC,Heather Payne,84,Blocked,Open Play,Right Foot,Normal
Bristol City WFC,Ella Rutherford,91,Off T,Open Play,Left Foot,Normal
Reading WFC,Lauren Bruton,93,Saved,Open Play,Left Foot,Normal
Arsenal WFC,Jordan Nobbs,3,Saved,Open Play,Right Foot,Normal
Arsenal WFC,Jordan Nobbs,5,Off T,Open Play,Right Foot,Normal
Arsenal WFC,Vivianne Miedema,9,Saved,Open Play,Right Foot,Normal
Arsenal WFC,Bethany Mead,9,Blocked,Open Play,Right Foot,Normal
Arsenal WFC,Vivianne Miedema,9,Off T,Open Play,Right Foot,Normal
Everton LFC,Hannah Cain,12,Saved,Open Play,Left Foot,Normal
Everton LFC,Chantelle Boye-Hlorkah,13,Off T,Open Play,Head,Normal
Arsenal WFC,Vivianne Miedema,26,Saved,Open Play,Left Foot,Normal
Arsenal WFC,Danielle Van de Donk,31,Saved,Open Play,Left Foot,Backheel
Everton LFC,Simone Magill,37,Saved,Open Play,Left Foot,Half Volley
Arsenal WFC,Danielle Van de Donk,40,Blocked,Open Play,Right Foot,Normal
Arsenal WFC,Vivianne Miedema,40,Saved,Open Play,Left Foot,Normal
Arsenal WFC,Katie McCabe,40,Blocked,Open Play,Left Foot,Normal
Arsenal WFC,Danielle Van de Donk,40,Blocked,Open Play,Right Foot,Normal
Arsenal WFC,Jordan Nobbs,42,Saved,Open Play,Right Foot,Normal
Arsenal WFC,Vivianne Miedema,43,Saved,Open Play,Head,Normal
Arsenal WFC,Vivianne Miedema,43,Blocked,Open Play,Left Foot,Normal
Arsenal WFC,Danielle Van de Donk,43,Goal,Open Play,Left Foot,Normal
Arsenal WFC,Jordan Nobbs,45,Off T,Open Play,Left Foot,Normal
Arsenal WFC,Jordan Nobbs,47,Off T,Open Play,Head,Normal
Arsenal WFC,Jordan Nobbs,48,Goal,Open Play,Left Foot,Normal
Arsenal WFC,Vivianne Miedema,49,Goal,Open Play,Right Foot,Normal
Everton LFC,Hannah Cain,53,Off T,Open Play,Right Foot,Normal
Arsenal WFC,Jordan Nobbs,54,Saved,Open Play,Right Foot,Normal
Arsenal WFC,Vivianne Miedema,64,Goal,Open Play,Right Foot,Normal
Arsenal WFC,Jordan Nobbs,69,Blocked,Open Play,Right Foot,Normal
Everton LFC,Claudia Walker,75,Off T,Open Play,Right Foot,Normal
Everton LFC,Megan Finnigan,76,Off T,Open Play,Right Foot,Normal
Everton LFC,Elise Hughes,85,Off T,Open Play,Right Foot,Normal
Everton LFC,Chloe Kelly,90,Saved,Free Kick,Right Foot,Normal
Chelsea LFC,Erin Cuthbert,7,Blocked,Open Play,Right Foot,Volley
Chelsea LFC,Erin Cuthbert,7,Saved,Open Play,Right Foot,Normal
Yeovil Town LFC,Anne-Marie Heatherson,8,Saved,Open Play,Left Foot,Volley
Chelsea LFC,Jonna Andersson,9,Blocked,Open Play,Right Foot,Normal
Chelsea LFC,Karen Julia Carney,9,Off T,Open Play,Right Foot,Normal
Chelsea LFC,Sophie Ingle,13,Off T,Open Play,Right Foot,Normal
Chelsea LFC,Karen Julia Carney,15,Wayward,Open Play,Right Foot,Normal
Chelsea LFC,So-yun Ji,15,Blocked,Open Play,Right Foot,Normal
Chelsea LFC,Millie Bright,19,Blocked,Open Play,Right Foot,Normal
Chelsea LFC,Millie Bright,19,Goal,Open Play,Right Foot,Normal
Chelsea LFC,Erin Cuthbert,24,Blocked,Open Play,Left Foot,Normal
Chelsea LFC,So-yun Ji,26,Goal,Open Play,Right Foot,Normal
Chelsea LFC,Drew Spence,29,Saved,Open Play,Left Foot,Normal
Chelsea LFC,Jonna Andersson,36,Blocked,Open Play,Left Foot,Normal
Chelsea LFC,So-yun Ji,39,Off T,Free Kick,Right Foot,Normal
Chelsea LFC,Erin Cuthbert,41,Goal,Open Play,Right Foot,Volley
Chelsea LFC,Ramona Bachmann,43,Goal,Open Play,Left Foot,Normal
Chelsea LFC,Millie Bright,46,Saved,Open Play,Left Foot,Normal
Chelsea LFC,Magdalena Ericsson,46,Off T,Open Play,Left Foot,Normal
Chelsea LFC,Drew Spence,49,Off T,Open Play,Head,Normal
Chelsea LFC,So-yun Ji,50,Off T,Open Play,Right Foot,Normal
Chelsea LFC,Karen Julia Carney,52,Saved,Free Kick,Right Foot,Normal
Chelsea LFC,Magdalena Ericsson,53,Off T,Open Play,Head,Normal
Chelsea LFC,Millie Bright,54,Blocked,Open Play,Right Foot,Normal
Chelsea LFC,Ramona Bachmann,55,Wayward,Open Play,Right Foot,Normal
Chelsea LFC,Ramona Bachmann,59,Blocked,Open Play,Right Foot,Normal
Chelsea LFC,Magdalena Ericsson,59,Saved,Open Play,Left Foot,Normal
Chelsea LFC,Erin Cuthbert,59,Saved,Open Play,Right Foot,Normal
Chelsea LFC,Millie Bright,61,Saved,Open Play,Left Foot,Normal
Chelsea LFC,Jade Bailey,62,Saved,Open Play,Right Foot,Normal
Chelsea LFC,Erin Cuthbert,68,Blocked,Open Play,Right Foot,Normal
Chelsea LFC,Bethany England,72,Off T,Open Play,Left Foot,Normal
Chelsea LFC,Deanna Cooper,76,Saved,Open Play,Right Foot,Normal
Chelsea LFC,Bethany England,78,Goal,Open Play,Left Foot,Normal
Chelsea LFC,So-yun Ji,80,Saved,Open Play,Right Foot,Normal
Chelsea LFC,Magdalena Ericsson,82,Wayward,Open Play,Head,Normal
Chelsea LFC,Jonna Andersson,82,Off T,Open Play,Left Foot,Normal
Chelsea LFC,Bethany England,84,Off T,Open Play,Right Foot,Normal
Chelsea LFC,So-yun Ji,86,Saved,Open Play,Right Foot,Normal
Chelsea LFC,Magdalena Ericsson,86,Blocked,Open Play,Head,Normal
Chelsea LFC,Magdalena Ericsson,89,Blocked,Open Play,Left Foot,Volley
Chelsea LFC,So-yun Ji,89,Blocked,Open Play,Left Foot,Volley
Chelsea LFC,Hannah Jayne Blundell,89,Off T,Open Play,Left Foot,Normal
Chelsea LFC,Erin Cuthbert,91,Off T,Open Play,Right Foot,Normal
Bristol City WFC,Ella Rutherford,11,Blocked,Open Play,Left Foot,Normal
Bristol City WFC,Carla Humphrey,12,Off T,Open Play,Right Foot,Normal
Liverpool WFC,Christie Murray,13,Off T,Open Play,Left Foot,Normal
Bristol City WFC,Lucy Graham,15,Goal,Open Play,Head,Normal
Bristol City WFC,Julie Biesmans,20,Saved,Open Play,Right Foot,Normal
Bristol City WFC,Ella Rutherford,20,Goal,Open Play,Right Foot,Normal
Liverpool WFC,Niamh Fahey,30,Blocked,Open Play,Head,Normal
Liverpool WFC,Courtney Sweetman-Kirk,35,Goal,Open Play,Right Foot,Half Volley
Bristol City WFC,Lucy Graham,38,Off T,Open Play,Right Foot,Normal
Liverpool WFC,Laura Coombs,40,Off T,Open Play,Right Foot,Normal
Bristol City WFC,Rosella Ayane,52,Off T,Open Play,Left Foot,Normal
Liverpool WFC,Jessica Anne Clarke,53,Saved,Open Play,Right Foot,Normal
Bristol City WFC,Lucy Graham,57,Saved,Open Play,Left Foot,Normal
Liverpool WFC,Leandra Little,64,Saved,Open Play,Head,Normal
Liverpool WFC,Leandra Little,67,Off T,Open Play,Head,Normal
Bristol City WFC,Heather Payne,68,Off T,Open Play,Right Foot,Normal
Liverpool WFC,Jessica Anne Clarke,73,Off T,Open Play,Left Foot,Half Volley
Liverpool WFC,Laura Coombs,78,Saved,Open Play,Right Foot,Normal
Liverpool WFC,Jessica Anne Clarke,79,Blocked,Open Play,Right Foot,Normal
Liverpool WFC,Courtney Sweetman-Kirk,83,Saved,Open Play,Left Foot,Normal
Liverpool WFC,Yana Daniels,83,Blocked,Open Play,Right Foot,Normal
Brighton & Hove Albion WFC,Iniabasi Anefiok Umotong,1,Off T,Open Play,Right Foot,Normal
Reading WFC,Jade Moore,6,Saved,Open Play,Right Foot,Normal
Reading WFC,Rachel Furness,11,Off T,Open Play,Left Foot,Normal
Reading WFC,Brooke Chaplen,14,Saved,Open Play,Left Foot,Normal
Reading WFC,Fara Tanya Franki Williams Merrett,19,Post,Open Play,Left Foot,Volley
Reading WFC,Brooke Chaplen,21,Saved,Open Play,Left Foot,Normal
Reading WFC,Josanne Potter,29,Off T,Free Kick,Left Foot,Normal
Reading WFC,Fara Tanya Franki Williams Merrett,45,Saved,Open Play,Left Foot,Normal
Reading WFC,Fara Tanya Franki Williams Merrett,46,Off T,Open Play,Right Foot,Normal
Reading WFC,Rachel Furness,48,Blocked,Open Play,Left Foot,Normal
Reading WFC,Brooke Chaplen,57,Goal,Open Play,Right Foot,Normal
Brighton & Hove Albion WFC,Aileen Whelan,60,Goal,Open Play,Head,Normal
Reading WFC,Fara Tanya Franki Williams Merrett,64,Goal,Open Play,Right Foot,Normal
Reading WFC,Fara Tanya Franki Williams Merrett,76,Blocked,Open Play,Right Foot,Half Volley
Reading WFC,Brooke Chaplen,79,Blocked,Open Play,Right Foot,Normal
Reading WFC,Gemma Suzanne Davison,80,Goal,Open Play,Right Foot,Normal
Brighton & Hove Albion WFC,Aileen Whelan,82,Saved,Open Play,Right Foot,Volley
Reading WFC,Jade Moore,90,Blocked,Open Play,Right Foot,Normal
Reading WFC,Brooke Chaplen,91,Off T,Open Play,Left Foot,Normal
Reading WFC,Fara Tanya Franki Williams Merrett,92,Off T,Open Play,Right Foot,Normal
West Ham United LFC,Julia Simic,8,Blocked,Open Play,Left Foot,Volley
West Ham United LFC,Jane Ross,13,Saved,Open Play,Right Foot,Volley
Birmingham City WFC,Lucy Staniforth,14,Off T,Open Play,Right Foot,Normal
Birmingham City WFC,Kerys Harrop,18,Goal,Open Play,Head,Normal
Birmingham City WFC,Lucy Staniforth,21,Off T,Open Play,Head,Normal
Birmingham City WFC,Charlie Wellings,21,Blocked,Open Play,Right Foot,Normal
West Ham United LFC,Alisha Lehmann,30,Blocked,Open Play,Right Foot,Normal
West Ham United LFC,Leanne Kiernan,32,Off T,Open Play,Right Foot,Half Volley
Birmingham City WFC,Emma Follis,39,Goal,Open Play,Right Foot,Lob
Birmingham City WFC,Charlie Wellings,41,Saved,Open Play,Right Foot,Normal
Birmingham City WFC,Emma Follis,48,Blocked,Open Play,Right Foot,Normal
Birmingham City WFC,Paige Williams,48,Off T,Open Play,Left Foot,Normal
Birmingham City WFC,Charlie Wellings,45,Off T,Open Play,Right Foot,Normal
Birmingham City WFC,Lucy Staniforth,48,Saved,Open Play,Right Foot,Half Volley
West Ham United LFC,Brianna Visalli,50,Saved,Open Play,Right Foot,Normal
Birmingham City WFC,Harriet Scott,53,Saved,Open Play,Head,Diving Header
West Ham United LFC,Leanne Kiernan,57,Saved,Open Play,Right Foot,Normal
West Ham United LFC,Brianna Visalli,60,Off T,Open Play,Right Foot,Normal
West Ham United LFC,Julia Simic,70,Off T,Open Play,Right Foot,Lob
West Ham United LFC,Jane Ross,71,Saved,Open Play,Right Foot,Lob
Birmingham City WFC,Lucy Staniforth,78,Goal,Open Play,Right Foot,Normal
Birmingham City WFC,Lucy Staniforth,86,Wayward,Open Play,Right Foot,Normal
West Ham United LFC,Gilly Louise Scarlett Flaherty,88,Off T,Open Play,Head,Normal
West Ham United LFC,Rosie Kmita,89,Off T,Open Play,Left Foot,Normal
West Ham United LFC,Jane Ross,91,Off T,Open Play,Left Foot,Normal
