"","first_name","last_name","team","position","floor","ceiling","points_vor","adp","rank"
"470","DaeSean","Hamilton","DEN","WR",20.346,40.1416,-114.070437881017,150.95,456
"471","Shaun","Draughn","FA","RB",23.6,23.6,-114.4835,NA,457
"472","Lance","Dunbar","FA","RB",9.075,37.425,-114.8335,NA,458
"473","Tajae","Sharpe","TEN","WR",4.7775,59.28095,-115.158342145017,150.94,459
"474","Damien","Williams","KCC","RB",7.38105,47.66095,-115.50375,NA,460
"475","Jakeem","Grant","MIA","WR",12.90445,49.8064973684211,-115.878565372224,150.94,461
"476","Marquez","Valdes-Scantling","GBP","WR",13.9886970954357,104.745283229639,-116.361426483336,150.95,462
"477","Christine","Michael","IND","RB",5.72835,62.5133,-117.19325,257.16,464
"478","Aaron","Ripkowski","FA","RB",20.89,20.89,-117.1935,150.94,465
"479","Deonte","Thompson","DAL","WR",10.2685,49.8615,-117.292315372224,150.95,466
"480","J'Mon","Moore","GBP","WR",24.237,36.0375,-117.714315372224,150.86,468
"481","Jaylen","Samuels","PIT","RB",10.246,76.238,-117.936,150.97,469
"482","Josh","Reynolds","LAR","WR",14.23215,49.0922889430534,-118.114539668701,150.99,470
"483","Josh","Reynolds","LAR","WR",14.23215,49.0922889430534,-118.114539668701,150.99,470
"484","Ito","Smith","ATL","RB",6.53,75.4125,-118.1565,150.96,471
"485","David","Moore","SEA","WR",0.358,31.5002,-118.782065372224,150.96,472
"486","Trenton","Cannon","NYJ","RB",1.89,45.6119,-118.88725,150.99,473
"487","Charcandrick","West","FA","RB",19.1,19.1,-118.9835,150.92,474
"488","Marcus","Murphy","BUF","RB",9.28635,57.5475,-119.0395,371.08,475
"489","Cameron","Artis-Payne","CAR","RB",7.36205,42.66905,-119.1215,150.91,476
"490","Ricardo","Louis","CLE","WR",26.8,26.8,-119.474315372224,150.98,477
"491","Ricardo","Louis","CLE","WR",26.8,26.8,-119.474315372224,150.98,477
"492","Kenjon","Barner","FA","RB",4.6585,32.1715,-119.6685,150.99,478
"493","Tavarres","King","MIN","WR",25.41,25.41,-120.864315372224,150.98,479
"494","Wendell","Smallwood","PHI","RB",1.4176,44.9,-121.4945,254.21,480
"495","Raheem","Mostert","SFO","RB",2.1557,48.836,-121.679,NA,481
"496","Brandon","Zylstra","MIN","WR",0.4134,39.2548,-121.892065372224,150.98,482
"497","Josh","Bellamy","CHI","WR",6.02655,51.7775,-121.905065372224,150.98,483
"498","Sam","Darnold","NYJ","QB",88.227,259.8675,-122.081666666667,201.2325,484
"499","Equanimeous","St. Brown","GBP","WR",10.7824750830565,44.8825,-122.092365206111,150.9,485
"500","Russell","Shepard","NYG","WR",16.115,32.275,-122.195815372224,150.91,486
"501","Eli","Rogers","PIT","WR",19.1795789473684,31.6268,-122.254710109067,150.94,487
"502","Kapri","Bibbs","FA","RB",12.336,18.744,-122.5435,150.97,488
"503","Jarius","Wright","CAR","WR",11.631,78.88,-123.000065372224,150.95,489
"504","James","Starks","FA","RB",14.7,14.7,-123.3835,NA,490
"505","Tyler","Ervin","HOU","RB",0.57,48.6776,-123.9695,150.95,491
"506","Demarcus","Robinson","KCC","WR",3.661,34.6496,-124.186962028759,150.98,492
"507","J.D.","McKissic","SEA","RB",7.50177146756246,43.5351,-124.189073297902,260.08,493
"508","J.D.","McKissic","SEA","RB",7.50177146756246,43.5351,-124.189073297902,260.08,493
"509","Jordan","Lasley","BAL","WR",10.1231016042781,70.3796,-124.402626869551,150.99,494
"510","Dwayne","Washington","FA","RB",12.98,12.98,-125.1035,NA,495
"511","Dan","Arnold","NOS","TE",1.04675,19.88825,-125.249315372224,150.99,496
"512","Detrez","Newsome","LAC","RB",0.303,20.6484,-125.2655,150.99,497
"513","Kendrick","Bourne","SFO","WR",2.484,45.3433,-125.66303877648,NA,498
"514","T.J.","Logan","ARI","RB",1.375,19.936,-125.7345,150.95,499
"515","Sammie","Coates","HOU","WR",2.26,49.3729885057471,-125.764283763029,150.95,500
"516","Mike","Boone","MIN","RB",0.211,19.1533,-126.275,150.97,501
"517","Trent","Sherfield","ARI","WR",0.266,33.5246,-126.467315372224,NA,502
"518","Matthew","Dayes","FA","RB",1.431,37.611,-126.5285,150.99,503
"519","De'Anthony","Thomas","KCC","WR",9.3995,13.4405,-126.5735,150.94,504
"520","Robert","Foster","BUF","WR",0.1935,28.7498,-126.636065372224,150.98,505
"521","Andy","Janovich","DEN","RB",1.55,15.1635,-126.718,150.98,506
"522","Patrick","DiMarco","BUF","RB",1.1,16.41075,-126.9455,150.98,508
"523","Patrick","DiMarco","BUF","RB",1.1,16.41075,-126.9455,150.98,508
"524","Paul","Perkins","NYG","RB",0.69,17.6445,-127.791,NA,509
"525","Justin","Hunter","PIT","WR",9.3035,62.13,-127.807065372224,150.96,510
"526","Tyler","Ervin","HOU","RB",18.36,18.36,-127.914315372224,150.95,511
"527","Amara","Darboh","NEP","WR",6.29705,27.79405,-128.306815372224,150.93,512
"528","Anthony","Sherman","KCC","RB",2.646,12.3152,-128.312,150.95,513
"529","Carlos","Henderson","FA","WR",17.74,17.74,-128.534315372224,150.97,514
"530","Stevan","Ridley","PIT","RB",3.635,127.8841,-128.6425,150.92,515
"531","Hunter","Sharp","NYG","WR",0.312,44.38025,-128.768815372224,150.99,516
"532","Hunter","Sharp","NYG","WR",0.312,44.38025,-128.768815372224,150.99,516
"533","Damiere","Byrd","CAR","WR",2.296,27.03425,-128.936815372224,150.98,517
"534","Damiere","Byrd","CAR","WR",2.296,27.03425,-128.936815372224,150.98,517
"535","Damiere","Byrd","CAR","WR",2.296,27.03425,-128.936815372224,150.98,517
"536","Jamize","Olawale","DAL","RB",1.8165,12.2,-128.973,150.98,518
"537","Jamize","Olawale","DAL","RB",1.8165,12.2,-128.973,150.98,518
"538","Derek","Watt","LAC","RB",0.93,13.6882,-129.3425,150.93,519
"539","Chad","Hansen","NEP","WR",7.1315,30.69675,-129.497315372224,150.99,520
"540","Chad","Hansen","NEP","WR",7.1315,30.69675,-129.497315372224,150.99,520
"541","Zach","Line","NOS","RB",1.48,10.063,-129.55225,150.99,521
"542","Zach","Pascal","IND","WR",0.0795,28.9925,-129.609315372224,150.99,522
"543","Zach","Pascal","IND","WR",0.0795,28.9925,-129.609315372224,150.99,522
"544","Devante","Mays","FA","RB",2.9775,13.3725,-129.9085,150.95,523
"545","Mark","Thompson","FA","RB",8.1,8.1,-129.9835,150.99,524
"546","Josh","Malone","CIN","WR",2.63626728110599,31.3648,-130.096036570381,150.99,525
"547","Josh","Malone","CIN","WR",2.63626728110599,31.3648,-130.096036570381,150.99,525
"548","Roosevelt","Nix","PIT","RB",1.1,13.8885,-130.236,NA,526
"549","Branden","Oliver","FA","RB",7.8,7.8,-130.2835,NA,527
"550","David","Williams","FA","RB",7.8,7.8,-130.2835,150.97,527
"551","Keith","Smith","OAK","RB",0.7,10.0275,-130.35,NA,528
"552","Darrius","Heyward-Bey","PIT","WR",5.72894285714286,88.0432,-130.527529657939,150.91,529
"553","Thomas","Rawls","FA","RB",6.99,6.99,-131.0935,150.81,530
"554","Justin","Davis","LAR","RB",0.0175,11.5775,-131.264,150.98,531
"555","James","Develin","NEP","RB",0.88725,9.615,-131.299,150.97,532
"556","Gus","Edwards","FA","RB",0.990000000000001,8.1,-131.3085,150.99,533
"557","Andre","Williams","FA","RB",6.772,6.772,-131.3115,150.99,534
"558","Keith","Marshall","FA","RB",6.748,6.748,-131.3355,150.98,535
"559","Michael","Burton","CHI","RB",0.475,12.018,-131.3865,NA,536
"560","Auden","Tate","CIN","WR",3.91042857142857,31.8236,-131.716993943653,150.96,537
"561","Charone","Peake","NYJ","WR",9.3825,25.5225,-132.009315372224,150.99,538
"562","Charone","Peake","NYJ","WR",9.3825,25.5225,-132.009315372224,150.99,538
"563","Charone","Peake","NYJ","WR",9.3825,25.5225,-132.009315372224,150.99,538
"564","Brandon","Wilds","FA","RB",5.85,5.85,-132.2335,NA,539
"565","Michael","Clark","FA","WR",14,14,-132.274315372224,150.98,540
"566","Pharoh","Cooper","LAR","WR",5.5145,32.5673,-132.437315372224,150.91,541
"567","Byron","Marshall","WAS","RB",0.375,8.729,-132.47975,150.96,542
"568","Byron","Marshall","WAS","RB",0.375,8.729,-132.47975,150.96,542
"569","Travis","Rudolph","FA","WR",12.8525,14.6975,-132.599315372224,150.98,543
"570","Mack","Brown","FA","RB",2.51625,8.11875,-132.766,150.98,544
"571","Stacy","Coley","MIN","WR",2.07625,22.75,-132.766815372224,150.99,545
"572","Stacy","Coley","MIN","WR",2.07625,22.75,-132.766815372224,150.99,545
"573","Trey","Quinn","WAS","WR",4.779,29.6364,-132.820529657939,150.98,546
"574","Alex","Erickson","CIN","WR",6.6465,25.56,-132.873065372224,150.98,547
"575","David","Fluellen","TEN","RB",0.105,10.1433,-132.909,NA,548
"576","Alexander","Armah","CAR","RB",0.2352,7.7686,-133.41025,150.99,549
"577","Sam","Bradford","ARI","QB",120.841,290.354,-133.425066666667,254.37,550
"578","Cody","Core","CIN","WR",1.36,18.752,-133.576815372224,150.99,551
"579","Cody","Core","CIN","WR",1.36,18.752,-133.576815372224,150.99,551
"580","De'Anthony","Thomas","KCC","WR",8.4845,24.64,-133.599315372224,150.94,552
"581","ArDarius","Stewart","NYJ","WR",5.87,31.1579,-133.745815372224,150.94,553
"582","Tommylee","Lewis","NOS","WR",7.74167729083665,26.03,-133.805446846328,150.97,554
"583","Taiwan","Jones","BUF","RB",0.33,5.5925,-133.8265,150.98,555
"584","Kaelin","Clay","NYG","WR",4.852,20.9644,-133.833065372224,150.98,556
"585","Kaelin","Clay","NYG","WR",4.852,20.9644,-133.833065372224,150.98,556
"586","Kaelin","Clay","NYG","WR",4.852,20.9644,-133.833065372224,150.98,556
"587","Shane","Smith","NYG","RB",0.68,4.3556,-133.86925,150.99,557
"588","Trevor","Davis","GBP","WR",7.06242769857434,34.2819,-133.924315372224,150.95,558
"589","Jalston","Fowler","FA","RB",4.1,4.1,-133.9835,150.98,559
"590","Tion","Green","FA","RB",4.1,4.1,-133.9835,150.99,559
"591","Bronson","Hill","FA","RB",4.066,4.066,-134.0175,NA,561
"592","Damion","Ratley","CLE","WR",0.7416,24.7396,-134.112315372224,150.99,562
"593","Jay","Prosch","FA","RB",3.9,3.9,-134.1835,NA,563
"594","Charles","Sims","FA","RB",3.83,3.83,-134.2535,150.94,564
"595","Ray-Ray","McCloud","BUF","WR",6.531,19.3945,-134.626815372224,150.97,567
"596","Derrick","Coleman","ARI","RB",0.245,6.1455,-134.661,150.99,568
"597","Richie","James","SFO","WR",2.279,36.625,-134.786815372224,150.98,569
"598","Russell","Gage","ATL","WR",1.915,25.59825,-134.975648705558,150.99,570
"599","Daniel","Lasco","FA","RB",0.145,2.755,-134.9835,NA,571
"600","Troymaine","Pope","HOU","RB",1.0524,5.0556,-135.0295,NA,572
"601","Fitzgerald","Toussaint","FA","RB",3,3,-135.0835,NA,573
"602","Marquez","Williams","FA","RB",2.18995,3.80905,-135.084,150.99,574
"603","Johnny","Holton","OAK","WR",10.833,65.18965,-135.084565372224,150.99,575
"604","Johnny","Holton","OAK","WR",10.833,65.18965,-135.084565372224,150.99,575
"605","Dwayne","Harris","OAK","WR",1.6569,47.073,-135.123315372224,150.95,576
"606","Brandon","Bolden","FA","RB",0.19,3.691,-135.1885,150.93,577
"607","Brandon","Bolden","FA","RB",0.19,3.691,-135.1885,150.93,577
"608","Marcus","Johnson","IND","WR",1.224,19.622,-135.276907964817,150.99,578
"609","Marcus","Johnson","IND","WR",1.224,19.622,-135.276907964817,150.99,578
"610","Nick","Williams","FA","WR",10.9,10.9,-135.374315372224,150.94,579
"611","Tommy","Bohanon","JAC","RB",0.1028,4.252,-135.396,150.98,580
"612","Tommy","Bohanon","JAC","RB",0.1028,4.252,-135.396,150.98,580
"613","C.J.","Ham","MIN","RB",0.275,5.2155,-135.4515,150.97,581
"614","Trey","Edmunds","FA","RB",0.278,4.49,-135.6035,150.98,582
"615","Senorise","Perry","MIA","RB",0.009,8.672,-135.7085,NA,583
"616","Ryan","Switzer","PIT","WR",4.7155,16.152,-135.775815372224,150.9,584
"617","Robert","Martin","NYG","RB",0.1135,2.1565,-135.8135,NA,585
"618","Freddie","Martino","TBB","WR",0.528,21.3914,-135.905815372224,151,586
"619","Ed","Eagan","FA","WR",10.3,10.3,-135.974315372224,NA,587
"620","Justin","Watson","TBB","WR",3.09,18.97225,-136.021051610757,NA,588
"621","Tre","Madden","SEA","RB",0.1389,2.6816,-136.2405,150.98,589
"622","Reggie","Davis","FA","WR",10,10,-136.274315372224,150.98,590
"623","Marvin","Hall","ATL","WR",2.25605042016807,16.8957,-136.561231338611,150.98,591
"624","Kamar","Aiken","FA","WR",9.7,9.7,-136.574315372224,NA,592
"625","Brian","Hill","FA","RB",0.0740000000000001,1.406,-136.6035,150.98,593
"626","Janarion","Grant","BAL","WR",0.196,15.7093,-136.675815372224,150.99,594
"627","Jordan","Taylor","DEN","WR",1.08,24.8282,-136.688565372224,150.97,595
"628","Byron","Marshall","WAS","RB",7.3038,11.3322,-136.906315372224,150.96,596
"629","Byron","Marshall","WAS","RB",7.3038,11.3322,-136.906315372224,150.96,596
"630","Javon","Wims","CHI","WR",8.415,14.8005,-136.921815372224,150.92,597
"631","Mike","Thomas","LAR","WR",0.805,12.07675,-136.939315372224,150.97,598
"632","Roc","Thomas","MIN","RB",0.0760000000000001,1.39,-136.9735,150.98,599
"633","Maurice","Harris","WAS","WR",0.693,13.9391,-137.005682278699,150.99,600
"634","Maurice","Harris","WAS","WR",0.693,13.9391,-137.005682278699,150.99,600
"635","Chris","Thompson","FA","WR",6.32225,12.12275,-137.147815372224,NA,601
"636","De'Angelo","Henderson","FA","RB",0.75,0.75,-137.3335,150.9,602
"637","Jaydon","Mickens","JAC","WR",0.9575,12.896,-137.479315372224,150.99,603
"638","Jaydon","Mickens","JAC","WR",0.9575,12.896,-137.479315372224,150.99,603
"639","Nick","Bawden","DET","RB",0.03,0.57,-137.4835,150.99,604
"640","Isaiah","McKenzie","FA","WR",-1.35,22.43525,-137.493815372224,150.97,605
"641","Geremy","Davis","LAC","WR",-0.1008,11.5393864864865,-137.555599156008,150.99,606
"642","Geremy","Davis","LAC","WR",-0.1008,11.5393864864865,-137.555599156008,150.99,606
"643","Jeremy","Langford","FA","RB",0.48,0.48,-137.6035,NA,607
"644","Justin","Jackson","FA","RB",0.36,0.36,-137.7235,150.97,608
"645","Taquan","Mizzell","FA","RB",0.32,0.32,-137.7635,150.99,609
"646","Darrel","Williams","KCC","RB",0.013,0.247,-137.8235,150.98,610
"647","Terrence","Magee","FA","RB",0.17,0.17,-137.9135,NA,611
"648","Joe","Kerridge","FA","RB",0.1081,0.1099,-137.9745,NA,612
"649","Shelton","Gibson","PHI","WR",5.3324,10.142,-137.986934016292,150.96,613
"650","Shaun","Wilson","TBB","RB",0.0045,0.0855,-137.9935,150.95,614
"651","Akrum","Wadley","FA","RB",0.05,0.05,-138.0335,150.98,615
"652","Joel","Bouagnon","FA","RB",0.03,0.03,-138.0535,150.98,616
"653","Dan","Vitale","CLE","RB",0.000600000000000001,0.0114,-138.0715,NA,617
"654","Fozzy","Whittaker","CAR","RB",0,0,-138.0835,150.98,618
